,VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,FrontCrashPicture,FrontCrashVideo,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,SideCrashPicture,SideCrashVideo,combinedSideBarrierAndPoleRating-Front,combinedSideBarrierAndPoleRating-Rear,sideBarrierRating-Overall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,dynamicTipResult,SidePoleCrashRating,SidePolePicture,SidePoleVideo,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ComplaintsCount,RecallsCount,InvestigationCount,ModelYear,Make,Model,VehicleDescription,VehicleId,Case Name
104,https://static.nhtsa.gov/images/vehicles/13416_st0640_046.png,5,5,5,5,,,5,5,4,,,5,4,5,4,Not Rated,0.107,0.0,No Tip,5,,,Standard,Optional,Optional,15,2,0,2019,CHEVROLET,CRUZE,2019 Chevrolet Cruze 5 HB FWD,14021,120120
105,https://static.nhtsa.gov/images/vehicles/13354_st0640_046.png,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2019/v09764P086.jpg,https://static.nhtsa.gov/crashTest/videos/2019/v09764C019.wmv,5,5,4,https://static.nhtsa.gov/crashTest/images/2019/v10769P103.jpg,https://static.nhtsa.gov/crashTest/videos/2019/v10769C013.wmv,5,4,5,4,Not Rated,0.107,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2019/v10766P073.jpg,https://static.nhtsa.gov/crashTest/videos/2019/v10766C013.wmv,Standard,Optional,Optional,15,2,0,2019,CHEVROLET,CRUZE,2019 Chevrolet Cruze 4 DR FWD,14020,120120
106,https://static.nhtsa.gov/images/vehicles/5624_st0640_046.png,Not Rated,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2009/06Accent-f.JPG,https://static.nhtsa.gov/crashTest/videos/2009/06Accent-f.wmv,Not Rated,4,3,https://static.nhtsa.gov/crashTest/images/2009/06Accent4-s.jpg,https://static.nhtsa.gov/crashTest/videos/2009/06Accent4-s.wmv,Not Rated,Not Rated,Not Rated,Not Rated,4,0.0,0.124, ,Not Rated,,,No,No,No,100,2,0,2009,HYUNDAI,ACCENT,2009 Hyundai Accent 4-DR. w/SAB,5206,120122
107,https://static.nhtsa.gov/images/vehicles/2947_st0640_046.png,Not Rated,Not Rated,4,5,https://static.nhtsa.gov/crashTest/images/2006/05Sienna-f.jpg,https://static.nhtsa.gov/crashTest/videos/2006/05Sienna-f.wmv,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2006/06Sienna-s.jpg,https://static.nhtsa.gov/crashTest/videos/2006/06Sienna-s.wmv,Not Rated,Not Rated,Not Rated,Not Rated,4,0.0,0.159, ,Not Rated,,,Optional,No,No,1011,11,3,2006,TOYOTA,SIENNA,2006 Toyota Sienna w/SAB,1797,120123
108,https://static.nhtsa.gov/images/vehicles/12318_st0640_046.png,5,5,5,4,https://static.nhtsa.gov/crashTest/images/2018/v08464P085.jpg,https://static.nhtsa.gov/crashTest/videos/2018/v08464C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2018/v08460P111.jpg,https://static.nhtsa.gov/crashTest/videos/2018/v08460C012.wmv,5,5,5,4,Not Rated,0.147,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2018/v08461P076.jpg,https://static.nhtsa.gov/crashTest/videos/2018/v08461C012.wmv,Standard,Optional,Optional,142,1,0,2018,KIA,SOUL,2018 Kia Soul SUV FWD,12039,120126
109,https://static.nhtsa.gov/images/vehicles/3334_st0640_046.png,Not Rated,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2006/04AcuraTL.jpg,https://static.nhtsa.gov/crashTest/videos/2006/04Acura3.2TL.wmv,Not Rated,4,5,https://static.nhtsa.gov/crashTest/images/2006/04AcuraTL-s.jpg,,Not Rated,Not Rated,Not Rated,Not Rated,4,0.0,0.103, ,Not Rated,,,Standard,No,No,242,6,0,2006,ACURA,TL,2006 Acura TL 4-DR. w/SAB,1839,120127
110,https://static.nhtsa.gov/images/vehicles/6173_st0640_046.png,Not Rated,Not Rated,4,4,https://static.nhtsa.gov/crashTest/images/2010/09Corolla-f.JPG,https://static.nhtsa.gov/crashTest/videos/2010/09Corolla-f.wmv,Not Rated,5,4,https://static.nhtsa.gov/crashTest/images/2010/09COROLLA-S.JPG,https://static.nhtsa.gov/crashTest/videos/2010/09Corolla-s.wmv,Not Rated,Not Rated,Not Rated,Not Rated,4,0.0,0.121, ,Not Rated,,,Standard,No,No,1247,17,3,2010,TOYOTA,COROLLA,2010 Toyota Corolla 4-DR. w/SAB,5463,120132
111,https://static.nhtsa.gov/images/vehicles/10837_st0640_046.png,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2016/v09503P081.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v09503C018.wmv,5,4,5,https://static.nhtsa.gov/crashTest/images/2016/v09504P104.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v09504C014.wmv,4,5,5,5,Not Rated,0.101,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2016/v09502P072.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v09502C014.wmv,Standard,Optional,Optional,158,6,1,2016,DODGE,CHARGER,2016 Dodge Charger 4 DR RWD,10146,120142
112,https://static.nhtsa.gov/images/vehicles/10804_st0640_046.png,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2016/v09503P081.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v09503C018.wmv,5,4,5,https://static.nhtsa.gov/crashTest/images/2016/v09504P104.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v09504C014.wmv,4,5,5,5,Not Rated,0.101,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2016/v09502P072.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v09502C014.wmv,Standard,Optional,Optional,158,6,1,2016,DODGE,CHARGER,2016 Dodge Charger 4 DR AWD,10145,120142
113,https://static.nhtsa.gov/images/vehicles/2913_st0640_046.jpg,Not Rated,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2005/05Camry-f.jpg,https://static.nhtsa.gov/crashTest/videos/2005/05Camry-f.wmv,Not Rated,4,3,https://static.nhtsa.gov/crashTest/images/2005/04Camry-s.jpg,,Not Rated,Not Rated,Not Rated,Not Rated,4,0.0,0.111, ,Not Rated,,,Optional,No,No,715,5,2,2005,TOYOTA,CAMRY,2005 Toyota Camry 4-DR.,1534,120144
114,https://static.nhtsa.gov/images/vehicles/3727_st0640_046.png,Not Rated,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2007/07Sorento-f.jpg,https://static.nhtsa.gov/crashTest/videos/2007/07Sorento-f.wmv,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2007/03Sorento_s.jpg,https://static.nhtsa.gov/crashTest/videos/2007/03Sorento_s.wmv,Not Rated,Not Rated,Not Rated,4,3,0.191,0.212,No Tip,Not Rated,,,Standard,No,No,153,4,3,2007,KIA,SORENTO,2007 Kia Sorento 4-DR. w/SAB,2336,120146
115,,Not Rated,Not Rated,2,3,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,No,No,No,134,4,0,1997,TOYOTA,TACOMA,1997 Toyota Tacoma,3755,120149
116,,Not Rated,Not Rated,1,3,https://static.nhtsa.gov/crashTest/images/1997/Tacoma.jpg,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,No,No,No,134,4,0,1997,TOYOTA,TACOMA,1997 Toyota Tacoma Extended Cab,3706,120149
117,https://static.nhtsa.gov/images/vehicles/11595_st0640_046.png,5,4,5,4,https://static.nhtsa.gov/crashTest/images/2017/v09984P085.JPG,https://static.nhtsa.gov/crashTest/videos/2017/v09984C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2017/v09986P106.JPG,https://static.nhtsa.gov/crashTest/videos/2017/v09986C013.wmv,5,5,5,4,Not Rated,0.118,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2017/v09985P073.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v09985C013.wmv,Standard,No,Standard,166,3,2,2017,TOYOTA,COROLLA,2017 Toyota Corolla 4 DR FWD,11142,120151
118,https://static.nhtsa.gov/images/vehicles/11024_st0640_046.png,5,5,5,4,https://static.nhtsa.gov/crashTest/images/2016/v09563P083.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v09563C021.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2016/v09547P106.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v09547C013.wmv,5,5,5,5,Not Rated,0.098,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2016/v09548P072.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v09548C014.wmv,Standard,Optional,Optional,558,5,3,2016,KIA,OPTIMA,2016 Kia Optima 4 DR FWD,10711,120153
119,https://static.nhtsa.gov/images/vehicles/3153_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,128,2,3,2005,BMW,X3,2005 BMW X3 4-DR w/SAB,1350,120157
120,,Not Rated,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2002/mpv.jpg,,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2002/MPV-s.jpg,,Not Rated,Not Rated,Not Rated,Not Rated,3,0.0,0.0, ,Not Rated,,,No,No,No,125,4,0,2002,MAZDA,MPV,2002 Mazda MPV,4496,120158
121,https://static.nhtsa.gov/images/vehicles/9833_st0640_046.png,5,5,5,4,,,4,3,5,,,3,5,4,4,Not Rated,0.109,0.0,No Tip,5,,,Standard,Optional,Optional,882,13,5,2015,FORD,FUSION,2015 Ford Fusion 4 DR FWD,9263,120161
122,https://static.nhtsa.gov/images/vehicles/9771_st0640_046.png,5,5,5,4,,,4,3,5,,,3,5,4,4,Not Rated,0.109,0.0,No Tip,5,,,Standard,Optional,Optional,882,13,5,2015,FORD,FUSION,2015 Ford Fusion 4 DR AWD,9262,120161
123,https://static.nhtsa.gov/images/vehicles/8563_st0640_046.png,5,5,5,4,,,4,3,5,,,3,5,4,4,Not Rated,0.109,0.0,No Tip,5,,,Standard,Optional,Optional,1814,19,6,2013,FORD,FUSION,2013 Ford Fusion 4 DR AWD,7668,120162
124,https://static.nhtsa.gov/images/vehicles/8563_st0640_046.png,5,5,5,4,,,4,3,5,,,3,5,4,4,Not Rated,0.109,0.0,No Tip,5,,,Standard,Optional,Optional,1814,19,6,2013,FORD,FUSION,2013 Ford Fusion 4 DR FWD,7476,120162
125,https://static.nhtsa.gov/images/vehicles/11406_st0640_046.png,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2017/v08909P087.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v08909C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2017/v08907P110.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v08907C012.wmv,5,5,5,4,Not Rated,0.103,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2017/v08908P076.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v08908C012.wmv,Standard,No,No,236,3,0,2017,KIA,FORTE,2017 Kia Forte 4 DR FWD,11072,120162
126,https://static.nhtsa.gov/images/vehicles/0723_st0640_046.jpg,Not Rated,Not Rated,4,4,,,Not Rated,5,5,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.0,0.0, ,Not Rated,,,No,No,No,37,6,2,2002,INFINITI,QX4,2002 Infiniti QX4 4-DR. w/SAB,4530,120162
127,https://static.nhtsa.gov/images/vehicles/4328_st0640_046.png,Not Rated,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2007/03Expedition.jpg,https://static.nhtsa.gov/crashTest/videos/2007/03Expedition.wmv,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,4,3,0.198,0.212,No Tip,Not Rated,,,Standard,No,No,213,2,1,2007,FORD,EXPEDITION,2007 Ford Expedition 4-DR. w/SAB,2061,120166
128,https://static.nhtsa.gov/images/vehicles/2944_st0640_046.png,Not Rated,Not Rated,4,5,,,Not Rated,5,Not Rated,https://static.nhtsa.gov/crashTest/images/2006/TundraExCab_s.jpg,,Not Rated,Not Rated,Not Rated,3,3,0.204,0.212,No Tip,Not Rated,,,Optional,No,No,524,13,3,2006,TOYOTA,TUNDRA,2006 Toyota Tundra Extended Cab,2360,120168
129,https://static.nhtsa.gov/images/vehicles/2863_st0640_046.png,Not Rated,Not Rated,4,5,https://static.nhtsa.gov/crashTest/images/2006/05Tundra2-f.jpg,https://static.nhtsa.gov/crashTest/videos/2006/05Tundra2-f.wmv,Not Rated,5,Not Rated,,,Not Rated,Not Rated,Not Rated,3,3,0.204,0.212,No Tip,Not Rated,,,Optional,No,No,524,13,3,2006,TOYOTA,TUNDRA,2006 Toyota Tundra Regular Cab,1800,120168
130,https://static.nhtsa.gov/images/vehicles/3299_st0640_046.png,Not Rated,Not Rated,4,5,https://static.nhtsa.gov/crashTest/images/2006/05Tundra4-f.jpg,https://static.nhtsa.gov/crashTest/videos/2006/05Tundra4-f.wmv,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,3,0.204,0.212,No Tip,Not Rated,,,Optional,No,No,524,13,3,2006,TOYOTA,TUNDRA,2006 Toyota Tundra 4-DR.,1799,120168
131,https://static.nhtsa.gov/images/vehicles/11480_st0640_046.png,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2017/v08878P086.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v08878C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2017/v08879P112.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v08879C012.wmv,5,5,5,4,Not Rated,0.105,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2017/v08880P076.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v08880C001.wmv,Standard,Optional,Optional,606,3,2,2017,HYUNDAI,SONATA,2017 Hyundai Sonata 4 DR FWD,11013,120170
132,https://static.nhtsa.gov/images/vehicles/3457_st0640_046.png,Not Rated,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2006/HondaCRV.jpg,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,4,4,0.198,0.198,No Tip,Not Rated,,,Standard,No,No,394,13,5,2006,HONDA,CR-V,2006 Honda CR-V w/SAB,1843,120175
133,https://static.nhtsa.gov/images/vehicles/7759_st0640_046.png,5,4,5,4,https://static.nhtsa.gov/crashTest/images/2012/v07203P080.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v07203C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2012/v06941P100.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v06941C011.wmv,5,5,5,5,Not Rated,0.097,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2012/v06942P066.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v06942C001.wmv,Standard,No,No,1446,8,7,2012,HYUNDAI,SONATA,2012 Hyundai Sonata 4 DR FWD,6107,120177
134,https://static.nhtsa.gov/images/vehicles/5498_st0640_046.png,Not Rated,Not Rated,4,4,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,4,0.0,0.105, ,Not Rated,,,Optional,No,No,117,4,1,2009,MAZDA,MAZDA3,2009 Mazda3 5-DR. Hatchback w/SAB,5119,120181
135,https://static.nhtsa.gov/images/vehicles/5987_st0640_046.png,Not Rated,Not Rated,4,4,https://static.nhtsa.gov/crashTest/images/2009/04Mazda3.jpg,,Not Rated,Not Rated,Not Rated,https://static.nhtsa.gov/crashTest/images/2009/04mazda_s.jpg,,Not Rated,Not Rated,Not Rated,Not Rated,4,0.0,0.105, ,Not Rated,,,Optional,No,No,117,4,1,2009,MAZDA,MAZDA3,2009 Mazda3 4-DR. w/SAB,5118,120181
136,https://static.nhtsa.gov/images/vehicles/3458_st0640_046.png,Not Rated,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2006/05Odyssey-f.jpg,https://static.nhtsa.gov/crashTest/videos/2006/05Odyssey-f.wmv,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2006/06Odyssey-s.jpg,https://static.nhtsa.gov/crashTest/videos/2006/06Odyssey-s.wmv,Not Rated,Not Rated,Not Rated,Not Rated,4,0.0,0.14, ,Not Rated,,,Standard,No,No,698,4,1,2006,HONDA,ODYSSEY,2006 Honda Odyssey w/SAB,1846,120181
137,https://static.nhtsa.gov/images/vehicles/3441_st0640_046.png,Not Rated,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2006/05Camry-f.jpg,https://static.nhtsa.gov/crashTest/videos/2006/05Camry-f.wmv,Not Rated,4,3,https://static.nhtsa.gov/crashTest/images/2006/04Camry-s.jpg,,Not Rated,Not Rated,Not Rated,Not Rated,4,0.0,0.111, ,Not Rated,,,Optional,No,No,422,5,1,2006,TOYOTA,CAMRY,2006 Toyota Camry 4-DR.,1790,120182
138,https://static.nhtsa.gov/images/vehicles/8332_st0640_046.png,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2013/v07481P078.jpg,https://static.nhtsa.gov/crashTest/videos/2013/v07481C021.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2013/v07483P103.jpg,https://static.nhtsa.gov/crashTest/videos/2013/v07483C013.wmv,5,5,5,4,Not Rated,0.176,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2013/v07485P071.jpg,https://static.nhtsa.gov/crashTest/videos/2013/v07485C014.wmv,Standard,No,No,244,3,2,2013,HYUNDAI,TUCSON,2013 Hyundai Tucson SUV AWD,7143,120184
139,https://static.nhtsa.gov/images/vehicles/8332_st0640_046.png,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2013/v07481P078.jpg,https://static.nhtsa.gov/crashTest/videos/2013/v07481C021.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2013/v07483P103.jpg,https://static.nhtsa.gov/crashTest/videos/2013/v07483C013.wmv,5,5,5,4,Not Rated,0.18,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2013/v07485P071.jpg,https://static.nhtsa.gov/crashTest/videos/2013/v07485C014.wmv,Standard,No,No,244,3,2,2013,HYUNDAI,TUCSON,2013 Hyundai Tucson SUV FWD,7142,120184
140,https://static.nhtsa.gov/images/vehicles/3593_st0640_046.png,Not Rated,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2007/07Camry-f.jpg,https://static.nhtsa.gov/crashTest/videos/2007/07Camry-f.wmv,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2007/07Camry-s.JPG,https://static.nhtsa.gov/crashTest/videos/2007/07Camry-S.wmv,Not Rated,Not Rated,Not Rated,Not Rated,4,0.0,0.107, ,Not Rated,,,Optional,No,No,3584,11,5,2007,TOYOTA,CAMRY,2007 Toyota Camry 4-DR. w/SAB,2004,120185
141,https://static.nhtsa.gov/images/vehicles/0431_st0640_046.jpg,Not Rated,Not Rated,4,4,https://static.nhtsa.gov/crashTest/images/2003/03Tundra.jpg,https://static.nhtsa.gov/crashTest/videos/2003/03Tundra.wmv,Not Rated,5,Not Rated,https://static.nhtsa.gov/crashTest/images/2003/TundraExCab_s.jpg,,Not Rated,Not Rated,Not Rated,Not Rated,3,0.0,0.0, ,Not Rated,,,No,No,No,392,10,4,2003,TOYOTA,TUNDRA,2003 Toyota Tundra Extended Cab,4821,120188
142,https://static.nhtsa.gov/images/vehicles/1368_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,No,No,No,392,10,4,2003,TOYOTA,TUNDRA,2003 Toyota Tundra Regular Cab.,4797,120188
143,https://static.nhtsa.gov/images/vehicles/12487_st0640_046.png,5,5,5,5,,,5,5,5,,,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,,,Standard,Optional,Optional,16,4,0,2018,LINCOLN,MKX,2018 Lincoln MKX SUV AWD,12160,120192
144,https://static.nhtsa.gov/images/vehicles/12487_st0640_046.png,5,5,5,5,,,5,5,5,,,5,5,5,4,Not Rated,0.154,0.0,No Tip,5,,,Standard,Optional,Optional,16,4,0,2018,LINCOLN,MKX,2018 Lincoln MKX SUV FWD,12159,120192
145,,Not Rated,Not Rated,4,4,https://static.nhtsa.gov/crashTest/images/1998/Ranger.jpg,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,No,No,No,656,13,1,1998,FORD,RANGER,1998 Ford Ranger,3883,120192
146,https://static.nhtsa.gov/images/vehicles/8189_st0640_046.png,4,4,5,4,,,5,4,5,,,4,5,4,4,Not Rated,0.117,0.0,No Tip,5,,,Standard,No,No,3688,10,5,2012,FORD,FOCUS,2012 Ford Focus 5 DR FWD,6417,120192
147,https://static.nhtsa.gov/images/vehicles/8189_st0640_046.png,4,4,5,4,https://static.nhtsa.gov/crashTest/images/2012/v07478P077.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v07478C021.wmv,5,4,5,https://static.nhtsa.gov/crashTest/images/2012/v07470P102.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v07470C013.wmv,4,5,4,4,Not Rated,0.117,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2012/v07462P070.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v07462C014.wmv,Standard,No,No,3688,10,5,2012,FORD,FOCUS,2012 Ford Focus 4 DR FWD,6416,120192
148,https://static.nhtsa.gov/images/vehicles/11207_st0640_046.png,5,5,5,4,https://static.nhtsa.gov/crashTest/images/2017/v09762P083.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v09762C021.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2017/v07936P106.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v07936C012.wmv,5,5,5,4,Not Rated,0.191,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2017/v07935P072.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v07935C014.wmv,Standard,Optional,Optional,1266,2,0,2017,FORD,ESCAPE,2017 Ford Escape SUV FWD,11078,120193
149,https://static.nhtsa.gov/images/vehicles/11207_st0640_046.png,5,5,5,4,https://static.nhtsa.gov/crashTest/images/2017/v09762P083.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v09762C021.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2017/v07936P106.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v07936C012.wmv,5,5,5,4,Not Rated,0.185,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2017/v07935P072.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v07935C014.wmv,Standard,Optional,Optional,1266,2,0,2017,FORD,ESCAPE,2017 Ford Escape SUV AWD,11077,120193
150,https://static.nhtsa.gov/images/vehicles/9259_st0640_046.png,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2014/v07347P076.jpg,https://static.nhtsa.gov/crashTest/videos/2014/v07347C015.wmv,5,3,5,https://static.nhtsa.gov/crashTest/images/2014/v07346P099.jpg,https://static.nhtsa.gov/crashTest/videos/2014/v07346C012.wmv,3,5,5,5,Not Rated,0.096,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2014/v07344P071.jpg,https://static.nhtsa.gov/crashTest/videos/2014/v07344C011.wmv,Standard,No,No,479,7,8,2014,KIA,OPTIMA,2014 Kia Optima 4 DR FWD,8070,120193
151,https://static.nhtsa.gov/images/vehicles/11149_st0640_046.png,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2018/v10165P080.jpg,https://static.nhtsa.gov/crashTest/videos/2018/v10165C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2018/v10167P104.jpg,https://static.nhtsa.gov/crashTest/videos/2018/v10167C013.wmv,5,5,5,4,Not Rated,0.157,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2018/v10166P072.jpg,https://static.nhtsa.gov/crashTest/videos/2018/v10166C013.wmv,Standard,Optional,Optional,74,2,2,2018,HYUNDAI,SANTA FE,2018 Hyundai Santa Fe SUV AWD,12031,120193
152,https://static.nhtsa.gov/images/vehicles/11149_st0640_046.png,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2018/v10165P080.jpg,https://static.nhtsa.gov/crashTest/videos/2018/v10165C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2018/v10167P104.jpg,https://static.nhtsa.gov/crashTest/videos/2018/v10167C013.wmv,5,5,5,4,Not Rated,0.15,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2018/v10166P072.jpg,https://static.nhtsa.gov/crashTest/videos/2018/v10166C013.wmv,Standard,Optional,Optional,74,2,2,2018,HYUNDAI,SANTA FE,2018 Hyundai Santa Fe SUV FWD,12030,120193
153,https://static.nhtsa.gov/images/vehicles/12009_st0640_046.png,5,5,5,5,,,5,5,5,,,5,5,5,4,Not Rated,0.198,0.0,No Tip,5,,,Standard,Optional,Optional,89,3,0,2017,CHEVROLET,TRAX,2017 Chevrolet Trax SUV FWD,11251,120195
154,https://static.nhtsa.gov/images/vehicles/12009_st0640_046.png,5,5,5,5,,,5,5,5,,,5,5,5,4,Not Rated,0.179,0.0,No Tip,5,,,Standard,Optional,Optional,89,3,0,2017,CHEVROLET,TRAX,2017 Chevrolet Trax SUV AWD,11250,120195
155,https://static.nhtsa.gov/images/vehicles/4639_st0640_046.png,Not Rated,Not Rated,4,4,https://static.nhtsa.gov/crashTest/images/2008/07Yaris_f.jpg,https://static.nhtsa.gov/crashTest/videos/2008/07Yaris_frontal.wmv,Not Rated,3,3,https://static.nhtsa.gov/crashTest/images/2008/07Yaris4-s.jpg,https://static.nhtsa.gov/crashTest/videos/2008/07Yaris-s.wmv,Not Rated,Not Rated,Not Rated,Not Rated,4,0.0,0.13, ,Not Rated,,,No,No,No,215,10,3,2008,TOYOTA,YARIS,2008 Toyota Yaris 4-DR.,2510,120197
156,https://static.nhtsa.gov/images/vehicles/11884_st0640_046.png,5,5,5,4,https://static.nhtsa.gov/crashTest/images/2017/v08464P085.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v08464C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2017/v08460P111.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v08460C012.wmv,5,5,5,4,Not Rated,0.147,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2017/v08461P076.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v08461C012.wmv,Standard,Optional,Optional,205,1,0,2017,KIA,SOUL,2017 Kia Soul SUV FWD,11353,120203
157,https://static.nhtsa.gov/images/vehicles/9331_st0640_046.png,5,5,5,4,https://static.nhtsa.gov/crashTest/images/2014/v08464P085.jpg,https://static.nhtsa.gov/crashTest/videos/2014/v08464C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2014/v08460P111.jpg,https://static.nhtsa.gov/crashTest/videos/2014/v08460C012.wmv,5,5,5,4,Not Rated,0.147,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2014/v08461P076.jpg,https://static.nhtsa.gov/crashTest/videos/2014/v08461C012.wmv,Standard,No,No,815,5,3,2014,KIA,SOUL,2014 Kia Soul SUV FWD,8661,120207
