,VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,FrontCrashPicture,FrontCrashVideo,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,SideCrashPicture,SideCrashVideo,combinedSideBarrierAndPoleRating-Front,combinedSideBarrierAndPoleRating-Rear,sideBarrierRating-Overall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,dynamicTipResult,SidePoleCrashRating,SidePolePicture,SidePoleVideo,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ComplaintsCount,RecallsCount,InvestigationCount,ModelYear,Make,Model,VehicleDescription,VehicleId,Case Name
970,https://static.nhtsa.gov/images/vehicles/5509_st0640_046.png,Not Rated,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2009/07Camry-f.jpg,https://static.nhtsa.gov/crashTest/videos/2009/07Camry-f.wmv,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2009/07Camry-s.JPG,https://static.nhtsa.gov/crashTest/videos/2009/07Camry-S.wmv,Not Rated,Not Rated,Not Rated,Not Rated,4,0.0,0.107, ,Not Rated,,,Optional,No,No,1380,10,4,2009,TOYOTA,CAMRY,2009 Toyota Camry 4-DR. w/SAB,5340,121319
971,https://static.nhtsa.gov/images/vehicles/8007_st0640_046.png,4,4,5,4,https://static.nhtsa.gov/crashTest/images/2012/v07038P024.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v07038C013.wmv,5,4,5,https://static.nhtsa.gov/crashTest/images/2012/v07064P069.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v07064C014.wmv,4,5,5,4,Not Rated,0.174,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2012/v07037P016.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v07037C014.wmv,Standard,Optional,Optional,652,3,3,2012,CHEVROLET,EQUINOX,2012 Chevrolet Equinox SUV AWD,6654,121322
972,https://static.nhtsa.gov/images/vehicles/8007_st0640_046.png,4,4,5,4,https://static.nhtsa.gov/crashTest/images/2012/v07038P024.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v07038C013.wmv,5,4,5,https://static.nhtsa.gov/crashTest/images/2012/v07064P069.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v07064C014.wmv,4,5,5,4,Not Rated,0.191,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2012/v07037P016.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v07037C014.wmv,Standard,Optional,Optional,652,3,3,2012,CHEVROLET,EQUINOX,2012 Chevrolet Equinox SUV FWD,6434,121322
973,https://static.nhtsa.gov/images/vehicles/7769_st0640_046.png,4,3,4,3,https://static.nhtsa.gov/crashTest/images/2012/v07139P071.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v07139C017.wmv,4,5,3,https://static.nhtsa.gov/crashTest/images/2012/v07130P104.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v07130C013.wmv,5,3,4,5,Not Rated,0.092,0.0,No Tip,4,https://static.nhtsa.gov/crashTest/images/2012/v07132P069.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v07132C013.wmv,Standard,No,No,2417,6,5,2012,FORD,FUSION,2012 Ford Fusion 4 DR AWD,6718,121323
974,https://static.nhtsa.gov/images/vehicles/8076_st0640_046.png,4,3,4,3,https://static.nhtsa.gov/crashTest/images/2012/v07139P071.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v07139C017.wmv,4,5,3,https://static.nhtsa.gov/crashTest/images/2012/v07130P104.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v07130C013.wmv,5,3,4,4,Not Rated,0.105,0.0,No Tip,4,https://static.nhtsa.gov/crashTest/images/2012/v07132P069.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v07132C013.wmv,Standard,No,No,2417,6,5,2012,FORD,FUSION,2012 Ford Fusion 4 DR FWD,6418,121323
975,https://static.nhtsa.gov/images/vehicles/10837_st0640_046.png,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2016/v09503P081.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v09503C018.wmv,5,4,5,https://static.nhtsa.gov/crashTest/images/2016/v09504P104.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v09504C014.wmv,4,5,5,5,Not Rated,0.101,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2016/v09502P072.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v09502C014.wmv,Standard,Optional,Optional,158,6,1,2016,DODGE,CHARGER,2016 Dodge Charger 4 DR RWD,10146,121325
976,https://static.nhtsa.gov/images/vehicles/10804_st0640_046.png,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2016/v09503P081.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v09503C018.wmv,5,4,5,https://static.nhtsa.gov/crashTest/images/2016/v09504P104.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v09504C014.wmv,4,5,5,5,Not Rated,0.101,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2016/v09502P072.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v09502C014.wmv,Standard,Optional,Optional,158,6,1,2016,DODGE,CHARGER,2016 Dodge Charger 4 DR AWD,10145,121325
977,https://static.nhtsa.gov/images/vehicles/0204_st0640_046.jpg,Not Rated,Not Rated,4,5,https://static.nhtsa.gov/crashTest/images/2000/satLSa.jpg,,Not Rated,2,4,https://static.nhtsa.gov/crashTest/images/2000/satLS-s.jpg,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,No,No,No,415,6,7,2000,SATURN,LS,2000 Saturn LS 4-DR.,4066,121326
978,https://static.nhtsa.gov/images/vehicles/1527_st0640_046.jpg,Not Rated,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2005/03Expedition.jpg,https://static.nhtsa.gov/crashTest/videos/2005/03Expedition.wmv,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Optional,No,No,315,5,1,2005,FORD,EXPEDITION,2005 Ford Expedition 4-DR.,1568,121328
979,,Not Rated,Not Rated,4,4,https://static.nhtsa.gov/crashTest/images/2005/Sonata_f.jpg,,Not Rated,4,4,https://static.nhtsa.gov/crashTest/images/2005/sonata_S.jpg,,Not Rated,Not Rated,Not Rated,Not Rated,5,0.0,0.101, ,Not Rated,,,No,No,No,164,1,0,2005,HYUNDAI,SONATA,2005 Hyundai Sonata 4-DR w/SAB,1605,121334
980,https://static.nhtsa.gov/images/vehicles/8186_st0640_046.png,4,4,5,4,https://static.nhtsa.gov/crashTest/images/2013/v07504P078.jpg,https://static.nhtsa.gov/crashTest/videos/2013/v07504C015.wmv,4,5,3,https://static.nhtsa.gov/crashTest/images/2013/v07503P099.jpg,https://static.nhtsa.gov/crashTest/videos/2013/v07503C011.wmv,5,3,4,4,Not Rated,0.124,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2013/v07497P072.jpg,https://static.nhtsa.gov/crashTest/videos/2013/v07497C012.wmv,Standard,No,No,121,1,1,2013,HYUNDAI,ACCENT,2013 Hyundai Accent 4 DR FWD,7042,121336
981,https://static.nhtsa.gov/images/vehicles/0279_st0640_046.jpg,Not Rated,Not Rated,4,5,,,Not Rated,5,5,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,No,No,No,31,3,1,2000,INFINITI,QX4,2000 Infiniti QX4 4-DR. 4x4 w/SAB,4165,121338
982,https://static.nhtsa.gov/images/vehicles/3297_st0640_046.png,Not Rated,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2006/05Corolla-f.jpg,https://static.nhtsa.gov/crashTest/videos/2006/05Corolla-f.wmv,Not Rated,4,4,https://static.nhtsa.gov/crashTest/images/2006/05Corolla-s.jpg,https://static.nhtsa.gov/crashTest/videos/2006/05Corolla-s.wmv,Not Rated,Not Rated,Not Rated,Not Rated,4,0.0,0.127, ,Not Rated,,,Optional,No,No,899,11,4,2006,TOYOTA,COROLLA,2006 Toyota Corolla 4-DR.,1791,121340
983,https://static.nhtsa.gov/images/vehicles/10006_st0640_046.png,5,4,5,4,https://static.nhtsa.gov/crashTest/images/2015/v08066P084.jpg,https://static.nhtsa.gov/crashTest/videos/2015/v08066C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2015/v07534P104.jpg,https://static.nhtsa.gov/crashTest/videos/2015/v07534C011.wmv,5,5,5,4,Not Rated,0.179,0.0,No Tip,4,https://static.nhtsa.gov/crashTest/images/2015/v07522P071.jpg,https://static.nhtsa.gov/crashTest/videos/2015/v07522C013.wmv,Standard,Optional,Optional,400,3,1,2015,CADILLAC,SRX,2015 Cadillac SRX SUV FWD,9058,121341
984,https://static.nhtsa.gov/images/vehicles/10006_st0640_046.png,5,4,5,4,https://static.nhtsa.gov/crashTest/images/2015/v08066P084.jpg,https://static.nhtsa.gov/crashTest/videos/2015/v08066C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2015/v07534P104.jpg,https://static.nhtsa.gov/crashTest/videos/2015/v07534C011.wmv,5,5,5,4,Not Rated,0.164,0.0,No Tip,4,https://static.nhtsa.gov/crashTest/images/2015/v07522P071.jpg,https://static.nhtsa.gov/crashTest/videos/2015/v07522C013.wmv,Standard,Optional,Optional,400,3,1,2015,CADILLAC,SRX,2015 Cadillac SRX SUV AWD,9057,121341
985,https://static.nhtsa.gov/images/vehicles/3882_st0640_046.png,Not Rated,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2007/05Equinox.jpg,https://static.nhtsa.gov/crashTest/videos/2007/05Equinox4.wmv,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2007/05Equinox-s.jpg,https://static.nhtsa.gov/crashTest/videos/2007/05Equinox4-s.wmv,Not Rated,Not Rated,Not Rated,4,4,0.164,0.185,No Tip,Not Rated,,,Standard,No,No,683,4,0,2007,CHEVROLET,EQUINOX,2007 Chevrolet Equinox 4-DR.,2077,121342
986,https://static.nhtsa.gov/images/vehicles/12008_st0640_046.png,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2018/v10149P082.JPG,https://static.nhtsa.gov/crashTest/videos/2018/v10149C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2018/v10319P104.jpg,https://static.nhtsa.gov/crashTest/videos/2018/v10319C013.wmv,5,5,5,4,Not Rated,0.185,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2018/v10147P072.jpg,https://static.nhtsa.gov/crashTest/videos/2018/v10147C001.wmv,Standard,Optional,Optional,0,0,0,2018,CHEVROLET,EQUINOX,2018 Chevrolet Equinox SUV FWD Later Release,12807,121342
987,https://static.nhtsa.gov/images/vehicles/12008_st0640_046.png,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2018/v10149P082.JPG,https://static.nhtsa.gov/crashTest/videos/2018/v10149C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2018/v10319P104.jpg,https://static.nhtsa.gov/crashTest/videos/2018/v10319C013.wmv,5,5,5,4,Not Rated,0.164,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2018/v10147P072.jpg,https://static.nhtsa.gov/crashTest/videos/2018/v10147C001.wmv,Standard,Optional,Optional,0,0,0,2018,CHEVROLET,EQUINOX,2018 Chevrolet Equinox SUV AWD Later Release,12806,121342
988,https://static.nhtsa.gov/images/vehicles/12008_st0640_046.png,4,5,5,5,https://static.nhtsa.gov/crashTest/images/2018/v10149P082.JPG,https://static.nhtsa.gov/crashTest/videos/2018/v10149C019.wmv,4,5,3,https://static.nhtsa.gov/crashTest/images/2018/v10148P105.JPG,https://static.nhtsa.gov/crashTest/videos/2018/v10148C011.wmv,5,3,4,4,Not Rated,0.165,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2018/v10147P072.jpg,https://static.nhtsa.gov/crashTest/videos/2018/v10147C001.wmv,Standard,Optional,Optional,284,5,0,2018,CHEVROLET,EQUINOX,2018 Chevrolet Equinox SUV AWD Early Release,12024,121342
989,https://static.nhtsa.gov/images/vehicles/12008_st0640_046.png,4,5,5,5,https://static.nhtsa.gov/crashTest/images/2018/v10149P082.JPG,https://static.nhtsa.gov/crashTest/videos/2018/v10149C019.wmv,4,5,3,https://static.nhtsa.gov/crashTest/images/2018/v10148P105.JPG,https://static.nhtsa.gov/crashTest/videos/2018/v10148C011.wmv,5,3,4,4,Not Rated,0.188,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2018/v10147P072.jpg,https://static.nhtsa.gov/crashTest/videos/2018/v10147C001.wmv,Standard,Optional,Optional,284,5,0,2018,CHEVROLET,EQUINOX,2018 Chevrolet Equinox SUV FWD Early Release,12023,121342
990,https://static.nhtsa.gov/images/vehicles/10758_st0640_046.png,Not Rated,4,4,3,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,Optional,113,20,1,2016,FORD,TRANSIT,2016 Ford Transit VAN RWD,10426,121343
991,https://static.nhtsa.gov/images/vehicles/0652_st0640_046.jpg,Not Rated,Not Rated,3,5,https://static.nhtsa.gov/crashTest/images/2001/ToyAvalon4.jpg,,Not Rated,4,5,https://static.nhtsa.gov/crashTest/images/2001/avalon-s.jpg,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Optional,No,No,140,2,0,2001,TOYOTA,AVALON,2001 Toyota Avalon 4-DR. w/SAB,4227,121344
992,https://static.nhtsa.gov/images/vehicles/2841_st0640_046.png,Not Rated,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2006/06Ridgeline4-f.jpg,https://static.nhtsa.gov/crashTest/videos/2006/06Ridgeline4-f.wmv,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2006/06Ridgeline4-s.jpg,https://static.nhtsa.gov/crashTest/videos/2006/06Ridgeline4-s.wmv,Not Rated,Not Rated,Not Rated,4,Not Rated,0.143,0.0,No Tip,Not Rated,,,Standard,No,No,236,14,4,2006,HONDA,RIDGELINE,2006 Honda Ridgeline 4-DR. w/SAB,1835,121345
993,https://static.nhtsa.gov/images/vehicles/13717_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,5,Not Rated,0.083,0.0,No Tip,Not Rated,,,Standard,No,No,24,1,0,2019,CHEVROLET,CAMARO,2019 Chevrolet Camaro C RWD,13589,121347
994,https://static.nhtsa.gov/images/vehicles/13614_st0640_046.png,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2019/v09969P085.jpg,https://static.nhtsa.gov/crashTest/videos/2019/v09969C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2019/v09968P105.jpg,https://static.nhtsa.gov/crashTest/videos/2019/v09968C013.wmv,5,5,5,5,Not Rated,0.083,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2019/v09967P072.jpg,https://static.nhtsa.gov/crashTest/videos/2019/v09967C013.wmv,Standard,Optional,No,24,1,0,2019,CHEVROLET,CAMARO,2019 Chevrolet Camaro 2 DR RWD,13585,121347
995,https://static.nhtsa.gov/images/vehicles/9331_st0640_046.png,5,5,5,4,https://static.nhtsa.gov/crashTest/images/2014/v08464P085.jpg,https://static.nhtsa.gov/crashTest/videos/2014/v08464C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2014/v08460P111.jpg,https://static.nhtsa.gov/crashTest/videos/2014/v08460C012.wmv,5,5,5,4,Not Rated,0.147,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2014/v08461P076.jpg,https://static.nhtsa.gov/crashTest/videos/2014/v08461C012.wmv,Standard,No,No,815,5,3,2014,KIA,SOUL,2014 Kia Soul SUV FWD,8661,121357
996,https://static.nhtsa.gov/images/vehicles/5974_st0640_046.png,Not Rated,Not Rated,5,5,,,Not Rated,5,5,,,Not Rated,Not Rated,Not Rated,3,3,0.204,0.237,No Tip,Not Rated,,,Standard,No,No,298,2,2,2009,MERCURY,MARINER,2009 Mercury Mariner 4-DR. w/SAB,5125,121366
997,https://static.nhtsa.gov/images/vehicles/9971_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,5,Not Rated,0.101,0.0,No Tip,Not Rated,,,Standard,No,No,6,0,0,2015,INFINITI,Q40,2015 Infiniti Q40 4 DR AWD,9337,121371
998,https://static.nhtsa.gov/images/vehicles/9971_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,5,Not Rated,0.101,0.0,No Tip,Not Rated,,,Standard,No,No,6,0,0,2015,INFINITI,Q40,2015 Infiniti Q40 4 DR RWD,9336,121371
999,https://static.nhtsa.gov/images/vehicles/9082_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,No,No,160,3,0,2014,FIAT,500L,2014 Fiat 500L 5 HB 2WD,8378,121371
1000,https://static.nhtsa.gov/images/vehicles/10646_st0640_046.png,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2016/v07460P081.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v07460C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2016/v07461P107.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v07461C012.wmv,5,5,5,4,Not Rated,0.164,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2016/v07455P073.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v07455C012.wmv,Standard,No,No,446,5,1,2016,CHRYSLER,TOWN AND COUNTRY,2016 Chrysler Town And Country VAN FWD,10140,121371
1001,https://static.nhtsa.gov/images/vehicles/11884_st0640_046.png,5,5,5,4,https://static.nhtsa.gov/crashTest/images/2017/v08464P085.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v08464C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2017/v08460P111.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v08460C012.wmv,5,5,5,4,Not Rated,0.147,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2017/v08461P076.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v08461C012.wmv,Standard,Optional,Optional,205,1,0,2017,KIA,SOUL,2017 Kia Soul SUV FWD,11353,121372
1002,https://static.nhtsa.gov/images/vehicles/0113_st0640_046.jpg,Not Rated,Not Rated,4,4,https://static.nhtsa.gov/crashTest/images/2000/focus4-f.jpg,,Not Rated,3,4,https://static.nhtsa.gov/crashTest/images/2000/focus4-s.jpg,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,No,No,No,3881,18,13,2000,FORD,FOCUS,2000 Ford Focus 4-DR.,4107,121373
1003,https://static.nhtsa.gov/images/vehicles/0125_st0640_046.jpg,Not Rated,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2000/focus2-f.jpg,,Not Rated,4,1,https://static.nhtsa.gov/crashTest/images/2000/focus2_s.jpg,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,No,No,No,3881,18,13,2000,FORD,FOCUS,2000 Ford Focus 2-DR.,4106,121373
1004,https://static.nhtsa.gov/images/vehicles/8189_st0640_046.png,4,4,5,4,,,5,4,5,,,4,5,4,4,Not Rated,0.117,0.0,No Tip,5,,,Standard,No,No,3688,10,5,2012,FORD,FOCUS,2012 Ford Focus 5 DR FWD,6417,121374
1005,https://static.nhtsa.gov/images/vehicles/8189_st0640_046.png,4,4,5,4,https://static.nhtsa.gov/crashTest/images/2012/v07478P077.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v07478C021.wmv,5,4,5,https://static.nhtsa.gov/crashTest/images/2012/v07470P102.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v07470C013.wmv,4,5,4,4,Not Rated,0.117,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2012/v07462P070.jpg,https://static.nhtsa.gov/crashTest/videos/2012/v07462C014.wmv,Standard,No,No,3688,10,5,2012,FORD,FOCUS,2012 Ford Focus 4 DR FWD,6416,121374
1006,https://static.nhtsa.gov/images/vehicles/0453_st0640_046.jpg,Not Rated,Not Rated,4,4,https://static.nhtsa.gov/crashTest/images/2001/ChevyVent_f.jpg,,Not Rated,5,4,https://static.nhtsa.gov/crashTest/images/2001/venture-s.JPG,,Not Rated,Not Rated,Not Rated,Not Rated,3,0.0,0.0, ,Not Rated,,,No,No,No,228,12,1,2001,CHEVROLET,VENTURE,2001 Chevrolet Venture w/SAB,4297,121377
1007,https://static.nhtsa.gov/images/vehicles/10644_st0640_046.png,5,5,5,4,,,5,4,5,,,5,5,5,4,Not Rated,0.105,0.0,No Tip,5,,,Standard,No,No,78,6,0,2016,MAZDA,MAZDA3,2016 Mazda Mazda3 5 HB FWD,10058,121380
1008,https://static.nhtsa.gov/images/vehicles/10644_st0640_046.png,5,5,5,4,https://static.nhtsa.gov/crashTest/images/2016/v08539P079.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v08539C017.wmv,5,4,5,https://static.nhtsa.gov/crashTest/images/2016/v08498P105.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v08498C013.wmv,5,5,5,4,Not Rated,0.105,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2016/v08497P073.jpg,https://static.nhtsa.gov/crashTest/videos/2016/v08497C012.wmv,Standard,No,No,78,6,0,2016,MAZDA,MAZDA3,2016 Mazda Mazda3 4 DR FWD,10057,121380
1009,https://static.nhtsa.gov/images/vehicles/8979_st0640_046.png,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2014/v07941P080.jpg,https://static.nhtsa.gov/crashTest/videos/2014/v07941C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2014/v07936P106.jpg,https://static.nhtsa.gov/crashTest/videos/2014/v07936C012.wmv,5,5,5,4,Not Rated,0.191,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2014/v07935P072.jpg,https://static.nhtsa.gov/crashTest/videos/2014/v07935C014.wmv,Standard,No,No,1758,15,2,2014,FORD,ESCAPE,2014 Ford Escape SUV 4x2,8247,121385
1010,https://static.nhtsa.gov/images/vehicles/8908_st0640_046.png,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2014/v07941P080.jpg,https://static.nhtsa.gov/crashTest/videos/2014/v07941C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2014/v07936P106.jpg,https://static.nhtsa.gov/crashTest/videos/2014/v07936C012.wmv,5,5,5,4,Not Rated,0.185,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2014/v07935P072.jpg,https://static.nhtsa.gov/crashTest/videos/2014/v07935C014.wmv,Standard,No,No,1758,15,2,2014,FORD,ESCAPE,2014 Ford Escape SUV 4x4,8246,121385
1011,,Not Rated,Not Rated,4,4,,,Not Rated,3,3,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,No,No,No,159,5,0,1999,TOYOTA,COROLLA,1999 Toyota Corolla 4-DR.,4006,121388
1012,,Not Rated,Not Rated,4,4,,,Not Rated,4,3,https://static.nhtsa.gov/crashTest/images/1999/corola-s.jpg,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,No,No,No,159,5,0,1999,TOYOTA,COROLLA,1999 Toyota Corolla 4-DR. w/SAB,3945,121388
1013,https://static.nhtsa.gov/images/vehicles/11080_st0640_046.png,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2017/v09793P081.JPG,https://static.nhtsa.gov/crashTest/videos/2017/v09793C017.wmv,4,5,4,https://static.nhtsa.gov/crashTest/images/2017/v10069P104.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v10069C014.wmv,5,4,4,4,Not Rated,0.107,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2017/v10070P072.jpg,https://static.nhtsa.gov/crashTest/videos/2017/v10070C014.wmv,Standard,Optional,Optional,0,0,0,2017,HYUNDAI,ELANTRA,2017 Hyundai Elantra 4 DR FWD Later Release,11835,121389
1014,https://static.nhtsa.gov/images/vehicles/11080_st0640_046.png,4,4,4,4,https://static.nhtsa.gov/crashTest/images/2017/v09793P081.JPG,https://static.nhtsa.gov/crashTest/videos/2017/v09793C017.wmv,5,5,4,https://static.nhtsa.gov/crashTest/images/2017/v09794P105.JPG,https://static.nhtsa.gov/crashTest/videos/2017/v09794C013.wmv,5,4,5,4,Not Rated,0.107,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2017/v09792P074.JPG,https://static.nhtsa.gov/crashTest/videos/2017/v09792C013.wmv,Standard,Optional,Optional,628,4,1,2017,HYUNDAI,ELANTRA,2017 Hyundai Elantra 4 DR FWD Early Release,11377,121389
1015,https://static.nhtsa.gov/images/vehicles/3876_st0640_046.png,Not Rated,Not Rated,4,4,,,Not Rated,4,Not Rated,,,Not Rated,Not Rated,Not Rated,4,4,0.179,0.185,No Tip,Not Rated,,,No,No,No,138,3,0,2007,CHEVROLET,COLORADO,2007 Chevrolet Colorado Extended Cab,2338,121393
1016,https://static.nhtsa.gov/images/vehicles/3885_st0640_046.png,Not Rated,Not Rated,5,5,https://static.nhtsa.gov/crashTest/images/2007/06Colorado4-f.jpg,https://static.nhtsa.gov/crashTest/videos/2007/06Colorado4-f.wmv,Not Rated,4,5,https://static.nhtsa.gov/crashTest/images/2007/04Colorado_s.jpg,https://static.nhtsa.gov/crashTest/videos/2007/04ChevyColorado-s.wmv,Not Rated,Not Rated,Not Rated,4,4,0.179,0.185,No Tip,Not Rated,,,No,No,No,138,3,0,2007,CHEVROLET,COLORADO,2007 Chevrolet Colorado 4-DR.,2068,121393
1017,https://static.nhtsa.gov/images/vehicles/3999_st0640_046.png,Not Rated,Not Rated,4,4,https://static.nhtsa.gov/crashTest/images/2007/06Colorado2-f.jpg,https://static.nhtsa.gov/crashTest/videos/2007/06Colorado2-f.wmv,Not Rated,4,Not Rated,https://static.nhtsa.gov/crashTest/images/2007/05Colorado2-s.jpg,https://static.nhtsa.gov/crashTest/videos/2007/05Colorado2-s.wmv,Not Rated,Not Rated,Not Rated,4,4,0.179,0.185,No Tip,Not Rated,,,No,No,No,138,3,0,2007,CHEVROLET,COLORADO,2007 Chevrolet Colorado Regular Cab,2067,121393
1018,https://static.nhtsa.gov/images/vehicles/0431_st0640_046.jpg,Not Rated,Not Rated,4,4,https://static.nhtsa.gov/crashTest/images/2003/03Tundra.jpg,https://static.nhtsa.gov/crashTest/videos/2003/03Tundra.wmv,Not Rated,5,Not Rated,https://static.nhtsa.gov/crashTest/images/2003/TundraExCab_s.jpg,,Not Rated,Not Rated,Not Rated,Not Rated,3,0.0,0.0, ,Not Rated,,,No,No,No,392,10,4,2003,TOYOTA,TUNDRA,2003 Toyota Tundra Extended Cab,4821,121399
1019,https://static.nhtsa.gov/images/vehicles/1368_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,No,No,No,392,10,4,2003,TOYOTA,TUNDRA,2003 Toyota Tundra Regular Cab.,4797,121399
